station_id,distance_from_station,poi_name,category_names,address
a5fe191b595724ce2fa7372b3ccca653,242,Kelvingrove Bandstand,"('Music Venue', 'Theater')",Kelvingrove Park
a5fe191b595724ce2fa7372b3ccca653,249,Grunting Growler,"('Beer Store', 'Liquor Store')",51 Old Dumbarton Rd
a5fe191b595724ce2fa7372b3ccca653,337,Kelvingrove Park,"('Park',)",Kelvin Way
c04c3fc64f0ba6c420bd3184f474bfc9,260,Hunterian Museum,"('Museum',)","University Of Glasgow, University Ave"
d80f772bb69ca8c783940446811dda56,41,The 78,"('Bar', 'Vegan and Vegetarian Restaurant')",10-14 Kelvinhaugh St
e828a82c55b279cd1e7f5f9997d86d4b,187,Republic Bier Halle,"('Beer Garden', 'Pub', 'Pizzeria')",9 Gordon St
dd9ad2381ac6eb2e2826d3d8104297ec,162,Miller & Carter Glasgow,"('Steakhouse',)",47 St Vincent St
6f47ac14f7aaa6b2c04936f30a5c2bb6,235,Offshore,"('Café', 'Coffee Shop', 'Restaurant')",3-5 Gibson St
6f47ac14f7aaa6b2c04936f30a5c2bb6,300,The Left Bank,"('Bar', 'Bistro')",33-35 Gibson St
e1d3e09da4969404a689700ed36b5d56,291,Lidl,"('Grocery Store',)",Beith St
066c99293af108ece27d9b0436c30cc4,73,Riverside Museum,"('History Museum',)",Pointhouse Pl
3c3dcd5ab1d1b41a307a4436823f798a,55,The Lismore,"('Whisky Bar',)",206 Dumbarton Rd
ba4133ab0ad5c5b405a541c5dfa5814f,74,Lebowskis,"('Cocktail Bar', 'Gastropub')",1008 Argyle St
d80f772bb69ca8c783940446811dda56,133,The Finnieston,"('Bar', 'Gastropub', 'Seafood Restaurant')",1125 Argyle St
d80f772bb69ca8c783940446811dda56,88,Crabshakk,"('Seafood Restaurant',)",1114 Argyle St
d80f772bb69ca8c783940446811dda56,78,The Ben Nevis,"('Whisky Bar',)",1147 Argyle St
a9d5888ec8ab5a638fbe933e0a5311de,123,Gusto & Relish,"('Café', 'Deli')",729-731 Pollokshaws Rd
a9d5888ec8ab5a638fbe933e0a5311de,405,Queens Park,"('Park',)",520 Langside Rd
ba6d3b1c4cafd1b3e29f950f613c4605,284,The Chicken Hut,"('Indian Restaurant',)",
ba6d3b1c4cafd1b3e29f950f613c4605,353,Annette Street Primary School,"('Primary and Secondary School',)",27 Annette St
d609f2455b3dbc528814c140c6d86413,94,1051 Gwr,"('Bar', 'Restaurant')",1051 Great Western Rd
d609f2455b3dbc528814c140c6d86413,125,Wrvs Coffee Shop,"('Café',)",Shelley Rd
d609f2455b3dbc528814c140c6d86413,145,Homoeopathic Hospital,"('Hospital',)",1053 Great Western Rd
d609f2455b3dbc528814c140c6d86413,268,Nuffield Health Glasgow Hospital,"('Hospital',)",1000 Great Western Rd
d609f2455b3dbc528814c140c6d86413,531,111 by Nico,"('Restaurant',)",111 Cleveden Rd
d609f2455b3dbc528814c140c6d86413,466,Kelvindale Primary School,"('Elementary School',)",11 Dorchester Pl
982a00e7910b5eaae622461281c86b53,250,Baltic Street Adventure Playground,"('Playground',)",421 Baltic St
982a00e7910b5eaae622461281c86b53,299,Reeves Amusement Rides,"('Amusement Park',)",200 Swanston St
982a00e7910b5eaae622461281c86b53,379,London Cab Sales,"('Used Car Dealership',)",136 Boden St
982a00e7910b5eaae622461281c86b53,532,Moshe Safdie,"('Business and Professional Services',)",Cotton St Business Park
ed8440d874a0b4205ddbcc0bc56f3d49,411,Springstop,"('Metals Supplier',)",95 Boden St
ed8440d874a0b4205ddbcc0bc56f3d49,78,Glasgow Commonwealth Arena,"('Stadium', 'Gym and Studio')",Nuneaton St
ed8440d874a0b4205ddbcc0bc56f3d49,557,London Road Police Station,"('Police Station',)",851 London Rd
ed8440d874a0b4205ddbcc0bc56f3d49,269,Celtic Ticket Office,"('Ticket Seller',)",Kerrydale St
90f4aed9eeacf63d2f1a9af8ba77d5bc,100,Tinto Tapas Bar,"('Tapas Restaurant',)",138 Battlefield Rd
90f4aed9eeacf63d2f1a9af8ba77d5bc,164,Frousoulla's Greek Restaurant,"('Greek Restaurant',)",
90f4aed9eeacf63d2f1a9af8ba77d5bc,100,Subway,"('Deli', 'Fast Food Restaurant')",128 Battlefield Rd
90f4aed9eeacf63d2f1a9af8ba77d5bc,391,Hooked Fish & Chips,"('Fish and Chips Shop',)",1027 Cathcart Rd
90f4aed9eeacf63d2f1a9af8ba77d5bc,396,Church on the Hill,"('Pub', 'Restaurant')",16 Algie St
90f4aed9eeacf63d2f1a9af8ba77d5bc,600,Clockwork Beer Co,"('Bar', 'Gastropub')",1153-1155 Cathcart Rd
90f4aed9eeacf63d2f1a9af8ba77d5bc,446,Keystore,"('Convenience Store',)",1101 Cathcart Rd
e6e70fe059c3461f05eff24ccab6c09d,187,Beirut Star,"('Lebanese Restaurant',)",450 Paisley Rd West
e6e70fe059c3461f05eff24ccab6c09d,140,Subway,"('Deli', 'Fast Food Restaurant')",468/470 Paisley Rd West
e6e70fe059c3461f05eff24ccab6c09d,240,Post Office,"('Post Office',)",9 North Gower St
e6e70fe059c3461f05eff24ccab6c09d,538,Ibrox Stadium,"('Stadium',)",150 Edmiston Dr
e6e70fe059c3461f05eff24ccab6c09d,478,Bite Me Sandwich Bar,"('Fast Food Restaurant', 'Sandwich Spot')",383 Paisley Rd West
e6e70fe059c3461f05eff24ccab6c09d,423,The Louden Tavern,"('Arts and Entertainment', 'Bar', 'Restaurant')",111 Copland Rd
e6e70fe059c3461f05eff24ccab6c09d,358,Co-op Food - Ibrox,"('Grocery Store',)",390-400 Paisley Rd West
e6e70fe059c3461f05eff24ccab6c09d,322,Georgie Porgies,"('Caterer',)",195 Brand St
e6e70fe059c3461f05eff24ccab6c09d,430,Manhattan Sandwich Bar,"('Café',)",
e6e70fe059c3461f05eff24ccab6c09d,478,The Hardware Store,"('Hardware Store',)",362 Paisley Rd West
caf64729d7f752ab99f5a2c600a089c6,283,CineStore,"('Film Studio', 'Retail')",126 Cornwall St South
caf64729d7f752ab99f5a2c600a089c6,329,Transcool,"('Shipping, Freight, and Material Transportation Service',)","Claremont Centre, 39 Durham St"
caf64729d7f752ab99f5a2c600a089c6,329,Dlx,(),149 Vermont St
caf64729d7f752ab99f5a2c600a089c6,442,Blue Sky Optical,"('Eyecare Store',)",119 Vermont St
caf64729d7f752ab99f5a2c600a089c6,443,Wolseley Plumb & Parts,"('Plumber',)",and 4 Excelsor Industrial Estate
caf64729d7f752ab99f5a2c600a089c6,637,Wonder World,"('Indoor Play Area',)",99 Middlesex St
caf64729d7f752ab99f5a2c600a089c6,510,Clyde Importers,"('Electrical Equipment Supplier',)",17 Maclellan St
caf64729d7f752ab99f5a2c600a089c6,582,Kubenet Limited,"('Telecommunication Service',)","Academy Park, Gower St"
caf64729d7f752ab99f5a2c600a089c6,600,Kinning Park Complex,"('Community Center',)",43 Cornwall St
2b7a24c5351796cdc372275308f7cfc9,61,Springburn Parish Church,"('Church',)",180 Springburn Way
2b7a24c5351796cdc372275308f7cfc9,195,B&M Store,"('Discount Store',)",No 16
2b7a24c5351796cdc372275308f7cfc9,212,Post Office,"('Post Office',)",230 Springburn Way
2b7a24c5351796cdc372275308f7cfc9,209,Subway,"('Deli', 'Fast Food Restaurant')",230 Springburn Way
2b7a24c5351796cdc372275308f7cfc9,404,Experiential Play,"('Education',)",110 Flemington St
2b7a24c5351796cdc372275308f7cfc9,792,Costco Glasgow,"('Warehouse or Wholesale Store',)",15 Cobden Rd
2b7a24c5351796cdc372275308f7cfc9,446,Scotia Surface Hardening Co,(),14 Foundry St
2b7a24c5351796cdc372275308f7cfc9,448,SD Bookkeeping & Payroll Services,"('Education',)",30 Mansel St
2b7a24c5351796cdc372275308f7cfc9,468,Elmvale Primary School,"('Primary and Secondary School',)",Hawthorn St
2b7a24c5351796cdc372275308f7cfc9,481,Daw Signs,"('Print Store',)",Edgefauld Ave
7fde42277f0af769fa2844ac44fb18bb,410,The Old Smiddy,"('Pub', 'Restaurant')",131 Old Castle Rd
7fde42277f0af769fa2844ac44fb18bb,323,Merrylee Dental Practice,"('Dentist',)",207 Clarkston Rd
7fde42277f0af769fa2844ac44fb18bb,371,St Gabriel R C Church,"('Church',)",83 Merrylee Rd
7fde42277f0af769fa2844ac44fb18bb,542,Snuffmill Bridge,"('Bridge',)",Snuffmill Rd
7fde42277f0af769fa2844ac44fb18bb,690,Calma Contracts,"('Carpenter',)",45 Largie Rd
7fde42277f0af769fa2844ac44fb18bb,733,Merrylee Primary School,"('Elementary School',)",50 Friarton Rd
7fde42277f0af769fa2844ac44fb18bb,936,The Bank,"('Wine Bar', 'Restaurant')",443 Clarkston Rd
af89fc71d4e9b25fd63a7ae8861f4c03,743,Greggs,"('Bakery',)",1158 Cathcart Rd
7fde42277f0af769fa2844ac44fb18bb,797,Discount Pet Supplies,"('Pet Supplies Store',)",399 Clarkston Rd
1d0ef65099a882d9ca47c5e290a642a9,115,Nethercraigs Sports Complex,"('Sports and Recreation',)",Corkerhill Rd
1d0ef65099a882d9ca47c5e290a642a9,233,RCG Landscaping,"('Landscaper and Gardener',)",169 Aros Dr
1d0ef65099a882d9ca47c5e290a642a9,333,Cardonald Care Home,"('Assisted Living Service', 'Nursing Home')",663 Mosspark Dr
1d0ef65099a882d9ca47c5e290a642a9,443,Just 4 Keepers,"('Sporting Goods Retail',)",125 Kinnell Ave
1d0ef65099a882d9ca47c5e290a642a9,611,Co-op Food,"('Grocery Store',)",20-24 Braidcraft Terrace
1d0ef65099a882d9ca47c5e290a642a9,539,Corkerhill Depot,"('Office Building',)",Corkerhill Pl
1d0ef65099a882d9ca47c5e290a642a9,689,Pollok Community Centre,"('Community Center',)",
1d0ef65099a882d9ca47c5e290a642a9,793,Sun City,"('Chinese Restaurant', 'Fast Food Restaurant')",836 Mosspark Dr
e7b590304d2ae958110e34961830ce68,192,Cardonald Cemetery,"('Cemetery',)",547 Mosspark Boulevard
b205037f7c8a72a7acf2af890570bb16,93,St Thomas Apostle R C Church,"('Spiritual Center',)",826 Cumbernauld Rd
b205037f7c8a72a7acf2af890570bb16,233,Carntyne Primary School,"('Elementary School',)",38 Liberton St
b205037f7c8a72a7acf2af890570bb16,238,G Strain,"(""Doctor's Office"",)",804 Cumbernauld Rd
b205037f7c8a72a7acf2af890570bb16,314,Scotfresh Group,"('Professional Cleaning Service', 'Convenience Store')","743 Cumbernauld Rd, Lanarkshire"
b205037f7c8a72a7acf2af890570bb16,334,DSD Scotland,"('Security and Safety',)",2 Lethamhill Rd
b205037f7c8a72a7acf2af890570bb16,497,Glasgow City Council Land and,"('Campground',)","Riddrie Library, 1020 Cumbernauld Rd"
b205037f7c8a72a7acf2af890570bb16,548,Westminster Health Care,"('Assisted Living Service', 'Nursing Home')",Alexander Ct 332 Edinburgh Rd
b205037f7c8a72a7acf2af890570bb16,564,Conte's Fish N Chip Bar,"('Fast Food Restaurant',)",Cumbernauld Rd
b205037f7c8a72a7acf2af890570bb16,608,Barchester - Alexandra Court Care Home,"('Hospital',)",332 Edinburgh Rd
b205037f7c8a72a7acf2af890570bb16,649,Equinox56,"('Alternative Medicine Clinic',)",15 Abbeyhill St
573cb802d312c0c7388eeb86b7df2b16,110,Subway,"('Deli', 'Fast Food Restaurant')",1417 Maryhill Rd
573cb802d312c0c7388eeb86b7df2b16,416,"Maryhill Lock Flight, Lock 21","('Canal Lock',)",
573cb802d312c0c7388eeb86b7df2b16,448,Apex Scotland,"('Education',)",186 Wyneford Rd
573cb802d312c0c7388eeb86b7df2b16,555,Kelvindale Minimarket,"('Convenience Store',)",361-367 Kelvindale Rd
573cb802d312c0c7388eeb86b7df2b16,635,Maryhill Library,"('Library', 'Bookstore')",
573cb802d312c0c7388eeb86b7df2b16,672,MASTER CRAFT TREE - Landscrape Design,"('Landscaper and Gardener',)",Glenavon Rd 71
573cb802d312c0c7388eeb86b7df2b16,673,National Museum of Flight Scotland,(),
573cb802d312c0c7388eeb86b7df2b16,696,Forth and Clyde Canal,"('Canal',)",
a8db8c24388d5d0ce7143678dfa0e676,627,Al Sultan,"('Mediterranean Restaurant', 'Middle Eastern Restaurant')",61 Bridge St
a8db8c24388d5d0ce7143678dfa0e676,680,The Laurieston Bar,"('Pub', 'Wine Bar')",58 Bridge St
dd9ad2381ac6eb2e2826d3d8104297ec,174,Shilling Brewing Co,"('Bar', 'Brewery', 'Restaurant')",92 West George St
dd9ad2381ac6eb2e2826d3d8104297ec,188,Five Guys Glasgow St Vincent St,"('Burger Joint', 'American Restaurant', 'Fast Food Restaurant')",57-61 St Vincent St
5a527c8ff4d91a318d173dbdbce298c0,422,Sugar Rush,"('Hookah Bar', 'Fast Food Restaurant', 'Halal Restaurant')",32 St Andrews Rd
5a527c8ff4d91a318d173dbdbce298c0,421,Red Pepper,"('Asian Restaurant', 'Fast Food Restaurant', 'Indian Restaurant')",32D St Andrews Rd
0e94d2ad012bff0cf23497963ff5fd77,828,Moyra Janes,"('Café', 'Restaurant')",20 Kildrostan St
bbf0e6792d57d47cb2e66509a3712d22,27,Subway,"('Deli', 'Fast Food Restaurant')",795 Govan Cross Shopping Center
bbf0e6792d57d47cb2e66509a3712d22,81,Home Bargains,"('Discount Store',)","Govan Cross Shopping Centre, Govan Rd"
bbf0e6792d57d47cb2e66509a3712d22,343,Iceland,"('Food and Beverage Retail',)",Unit1govan Cross Shopping Centre
066c99293af108ece27d9b0436c30cc4,378,Swg3,"('Art Gallery',)",100 Eastvale Pl
bbf0e6792d57d47cb2e66509a3712d22,505,Topps Tiles,"('Construction Supplies Store',)",144 Helen St
5a611496ed54f7f74525c262367db06f,303,The Clydeside Distillery,"('Distillery',)",100 Stobcross Rd
bbf0e6792d57d47cb2e66509a3712d22,535,Broomloan Nursery School,"('Nursery School',)",80 Vicarfield St
65a1fded1cfdaf39b8c7ea2cc561144b,214,House For an Art Lover,"('Wedding Hall',)",10 Dumbreck Rd
65a1fded1cfdaf39b8c7ea2cc561144b,215,Art Lovers Café,"('Café',)",10 Dumbreck Rd
65a1fded1cfdaf39b8c7ea2cc561144b,360,Bellahouston Park,"('Concert Hall', 'Park')",Mosspark Boulevard
65a1fded1cfdaf39b8c7ea2cc561144b,322,Glasgow Ski & Snowboard Centre,"('Ski Resort and Area',)",16 Dumbreck Rd
65a1fded1cfdaf39b8c7ea2cc561144b,353,The Fairfield Club,"('Bar',)",
65a1fded1cfdaf39b8c7ea2cc561144b,361,The Prince & Princess of Wales Hospice,"('Charity', 'Non-Profit Organization', 'Hospice', 'Retail')",20 Dumbreck Rd
65a1fded1cfdaf39b8c7ea2cc561144b,384,Costa Express,"('Coffee Shop',)",675 Paisley Rd West
65a1fded1cfdaf39b8c7ea2cc561144b,430,Al-Meezan,"('Charity',)",1 Rowan Rd
65a1fded1cfdaf39b8c7ea2cc561144b,551,B and M Home Store,"('Discount Store',)",Helen St
7ad6b0b3be3cb3d85e687bdf53358611,523,Iceland,"('Food and Beverage Retail',)",St Georges Cross
7ad6b0b3be3cb3d85e687bdf53358611,712,Ka Ka Lok,"('Chinese Restaurant',)",175 St Georges Rd
7ad6b0b3be3cb3d85e687bdf53358611,799,Tenement House,"('History Museum',)",145 Buccleuch St
7ad6b0b3be3cb3d85e687bdf53358611,510,Ideal Vehicle Leasing,"('Car Dealership',)","Sinclair Building, 18-20 Eagle St"
1179f511143ae9898181016b37d85b5a,265,Victoria Park,"('Park',)",12 Victoria Park Dr North
2ee7f8a8347b8ee388d6beeef94c837d,273,Andrew Hand Pharmacy,"('Drugstore',)",1239 Dumbarton Rd
1179f511143ae9898181016b37d85b5a,357,Metro Laser Hair Clinic Glasgow,"('Healthcare Clinic',)",948 Dumbarton Rd
2ee7f8a8347b8ee388d6beeef94c837d,293,Fossil Grove,"('Museum',)",Victoria Park
1179f511143ae9898181016b37d85b5a,436,Russell Timber Technology,"('Construction',)",8 Dilwara Ave
1179f511143ae9898181016b37d85b5a,459,V R Access Solutions Scotland,(),170 Clydeholm Rd
1179f511143ae9898181016b37d85b5a,459,Platform Scaffold Services,"('Construction Supplies Store',)",85 Clydeholm Rd
1179f511143ae9898181016b37d85b5a,459,Harbour Living,"('Furniture and Home Store',)",10 Clydeholm Rd
066c99293af108ece27d9b0436c30cc4,632,Three Judges,"('Pub',)",141 Dumbarton Rd
c04c3fc64f0ba6c420bd3184f474bfc9,477,Number 16,"('Restaurant',)",16 Byres Rd
0cc8c09950e1435ee7782478ed292fef,138,Co-op Food - Tollcross - Glasgow,"('Grocery Store',)",997 Tollcross Rd
0cc8c09950e1435ee7782478ed292fef,208,Lidl,"('Grocery Store',)",Tollcross Rd 850
0cc8c09950e1435ee7782478ed292fef,164,Bayne's the Family Bakers - Tollcross,"('Bakery', 'Restaurant')",209 Easterhill St
0cc8c09950e1435ee7782478ed292fef,366,Tollcross Park,"('Park',)",
0cc8c09950e1435ee7782478ed292fef,464,Masonic Club,"('Social Club',)",25 Causewayside St
0cc8c09950e1435ee7782478ed292fef,567,St Peters Cemetery,"('Funeral Home',)",1900 London Rd
f6b64fd82fe6e607f1fc788ace31c3a1,311,Matalan,"('Clothing Store',)",2121 London Rd
f6b64fd82fe6e607f1fc788ace31c3a1,240,Hurry Bros,"('General Contractor',)",2117 London Rd
f6b64fd82fe6e607f1fc788ace31c3a1,182,CF Concrete Pumping,"('General Contractor',)",86-90 Fullarton Ave
f6b64fd82fe6e607f1fc788ace31c3a1,182,Grafters Scotland,"('Employment Agency',)",86 Fullarton Ave
47a68fd067ea7f71ee08c1fbdd7c9c9b,55,Glasgow Science Centre,"('Science Museum',)",50 Pacific Quay
47a68fd067ea7f71ee08c1fbdd7c9c9b,84,Cineworld Cinemas - Glasgow IMAX at GSC,"('Movie Theater',)",Glasgow Science Centre
47a68fd067ea7f71ee08c1fbdd7c9c9b,429,The Tall Ship at Glasgow Harbour,"('Museum',)",100 Stobcross Rd
abb4b8f19b7371a31a1773ddf19dac8c,309,Parkhead Library,"('Library',)",64 Tollcross Rd
abb4b8f19b7371a31a1773ddf19dac8c,355,Buzz Glasgow,"('Vape Store',)",1377 Gallowgate
abb4b8f19b7371a31a1773ddf19dac8c,358,The Old Black Bull,"('Bar',)",1316-1318 Gallowgate
abb4b8f19b7371a31a1773ddf19dac8c,443,Cineworld,"('Movie Theater',)",Forge Shopping Centre
abb4b8f19b7371a31a1773ddf19dac8c,483,Subway,"('Deli', 'Fast Food Restaurant')","Forge Shopping Centre, 1221 Gallowgate"
bc208a63ac25b883b9eb6e28bfff2f28,696,North Star,"('Café', 'Coffee Shop', 'Restaurant')",108 Queen Margaret Dr
bc208a63ac25b883b9eb6e28bfff2f28,582,Francos,"('Bar',)",
bc208a63ac25b883b9eb6e28bfff2f28,587,The Brewhaus,"('Pub', 'Restaurant')",182 Queen Margaret Dr
bc208a63ac25b883b9eb6e28bfff2f28,609,Zensation,"('Chinese Restaurant', 'Halal Restaurant')",160 Queen Margaret Dr
a1829c3fd840369355ada2949567d15a,70,Gordon Street Coffee,"('Café', 'Coffee Shop', 'Restaurant')",79 Gordon St
abb478d282fc4352a662a4fb1308a544,377,Glenfarg Motors,"('Automotive Repair Shop',)",17 Glenfarg St
abb478d282fc4352a662a4fb1308a544,396,Macmillan Cancer Information Point,"('Non-Profit Organization',)",Woodside Library
5d5e2ae1a3a0fe0075c7a9d3432e736b,969,Istanbul Turkish,"('Fast Food Restaurant', 'Turkish Restaurant')",7 Paisley Rd West
5d5e2ae1a3a0fe0075c7a9d3432e736b,948,Rangers News,"('Stadium',)",150 Edmiston Dr
5d5e2ae1a3a0fe0075c7a9d3432e736b,961,Rangers Lotteries,"('Sporting Goods Retail',)",150 Edmiston Dr
5a527c8ff4d91a318d173dbdbce298c0,533,Kebabish Grill,"('Indian Restaurant',)",323-325 Victoria Rd
5a527c8ff4d91a318d173dbdbce298c0,583,Subway,"('Deli', 'Fast Food Restaurant')",Victoria Rd
5a527c8ff4d91a318d173dbdbce298c0,504,Brunchies,"('Café', 'Restaurant')",184 Butterbiggins Rd
5a527c8ff4d91a318d173dbdbce298c0,635,B&M Home Store with Garden Centre,"('Discount Store',)",Crown St Retail Park
c04c3fc64f0ba6c420bd3184f474bfc9,228,Kember & Jones,"('Coffee Shop', 'Deli')",134 Byres Rd
c04c3fc64f0ba6c420bd3184f474bfc9,204,Innis & Gunn Beer Kitchen - Ashton Lane,"('Pub', 'Brewery', 'Restaurant')",46 Ashton Lane
c04c3fc64f0ba6c420bd3184f474bfc9,226,Tennents Bar,"('Pub', 'Restaurant')",191 Byres Rd
c04c3fc64f0ba6c420bd3184f474bfc9,404,Kimchi Cult,"('Fast Food Restaurant', 'Korean Restaurant')",14 Chancellor St
10998482c3187c80b1fc322bee154cb6,30,Core Physio,"('Physical Therapy Clinic',)",368 Alexandra Parade
10998482c3187c80b1fc322bee154cb6,42,Gs Shopfitters Limited,"('Carpenter', 'Retail')","261, Alexandra Parade"
10998482c3187c80b1fc322bee154cb6,159,Domino's Pizza,"('Pizzeria', 'Fast Food Restaurant')",433 Alexandra Parade
10998482c3187c80b1fc322bee154cb6,259,Iceland,"('Food and Beverage Retail',)",447 Alexandra Parade
10998482c3187c80b1fc322bee154cb6,226,Co-op Food - Dennistoun,"('Grocery Store',)",447 Alexandra Parade
10998482c3187c80b1fc322bee154cb6,282,Scot Industrial Air,"('Industrial Equipment Supplier',)",398 Townmill Rd
d204cd406e1b7af53252157f13d4df60,124,Pollok Play Park,"('Playground',)",Pollok Country Park
d204cd406e1b7af53252157f13d4df60,728,Pollok House,"('Museum', 'Park')",2060 Pollokshaws Rd
d204cd406e1b7af53252157f13d4df60,646,Toolstation Glasgow Shawlands,"('Roofer',)",47 Haggs Rd
d204cd406e1b7af53252157f13d4df60,677,Shawlands Dental Practice,"('Dentist',)",1425 Pollokshaws Rd
d204cd406e1b7af53252157f13d4df60,678,Gideon Robinson,"('Housewares Store',)",47 Haggs Rd
d204cd406e1b7af53252157f13d4df60,737,Craigholme Sports Complex,"('Sports Club',)",97 Haggs Rd
d204cd406e1b7af53252157f13d4df60,741,Burrell,"('Bar',)",
d204cd406e1b7af53252157f13d4df60,748,Wellgreen Group Practice,"('Physician',)",26 Well Green
d204cd406e1b7af53252157f13d4df60,749,Burrell Restaurant,"('Arts and Entertainment', 'Bar', 'Burger Joint')",2060 Pollockshaw Rd
aa439d2a415edfcb198febf8bf3cd7a7,605,Springkell Avenue,"('Other Great Outdoors',)",
aa439d2a415edfcb198febf8bf3cd7a7,648,Sherbrooke St Gilbert's Church,"('Church',)",240 Nithsdale Rd
aa439d2a415edfcb198febf8bf3cd7a7,827,Lunar Studios,"('Print Store',)",38 Gower St
aa439d2a415edfcb198febf8bf3cd7a7,865,Pakistan Embassy,"('Government Building',)",
aa439d2a415edfcb198febf8bf3cd7a7,917,Pollokshields Church of Scotland,"('Church',)",525 Shields Rd
af89fc71d4e9b25fd63a7ae8861f4c03,107,Toryglen Community Base,"('Charity',)",18 Prospecthill Square
af89fc71d4e9b25fd63a7ae8861f4c03,390,Hampden Park,"('Stadium',)",Letherby Dr
af89fc71d4e9b25fd63a7ae8861f4c03,253,McDonald's,"('Burger Joint', 'Fast Food Restaurant')",557 Prospecthill Rd
af89fc71d4e9b25fd63a7ae8861f4c03,425,Scottish Football Museum,"('History Museum',)",Hampden Park
af89fc71d4e9b25fd63a7ae8861f4c03,507,Beechwood Tavern,"('Pub', 'Restaurant')",156-164 Ardmay Crescent
af89fc71d4e9b25fd63a7ae8861f4c03,653,I-c Makeup,(),Rose Knowe Pl
94bb26490e1ac10b92057d2136aaec12,136,Key Store,"('Wholesaler',)","6 Balornock Rd, City Centre"
94bb26490e1ac10b92057d2136aaec12,231,Stobhill Hospital,"('Hospital',)",133 Balornock Rd
94bb26490e1ac10b92057d2136aaec12,333,Stobhill ACH,"('Hospital',)",
94bb26490e1ac10b92057d2136aaec12,355,Brunswick Centre,"('Social Club',)",17 Wardhill Rd
94bb26490e1ac10b92057d2136aaec12,527,Balornock Bowling Club,"('Bowling Alley',)",52 Wallacewell Rd
94bb26490e1ac10b92057d2136aaec12,624,Immaculate Heart of Mary Catholic Church,"('Church',)",162 Broomfield Rd
94bb26490e1ac10b92057d2136aaec12,629,Loman Chinese Takeaway,"('Chinese Restaurant',)",560c Broomfield Rd
94bb26490e1ac10b92057d2136aaec12,630,Springburn Park,"('Park',)",
94bb26490e1ac10b92057d2136aaec12,643,St Catherine's Primary School,"('Elementary School',)",274 Rye Rd
94bb26490e1ac10b92057d2136aaec12,674,Balornock Primary School,"('Primary and Secondary School',)",422 Broomfield Rd
f6b64fd82fe6e607f1fc788ace31c3a1,205,Starbucks,"('Coffee Shop',)",London Rd
f6b64fd82fe6e607f1fc788ace31c3a1,132,McDonald's,"('Burger Joint', 'Fast Food Restaurant')",Westhorn Dr/London Rd
f6b64fd82fe6e607f1fc788ace31c3a1,344,Voltair Energy,"('Renewable Energy Service',)","Clyde Workshops, Fullarton Rd"
f6b64fd82fe6e607f1fc788ace31c3a1,349,Concept Metals,"('Metals Supplier',)","Clyde Workshops, Fullarton Rd"
f6b64fd82fe6e607f1fc788ace31c3a1,377,Dollybird Stationery,"('Bridal Store',)","8 Storage Vault Workspace 1, Fullarton Rd"
f6b64fd82fe6e607f1fc788ace31c3a1,386,C & E Electrical Wholesalers,"('Wholesaler',)",Work Space 3.2 & 3.3
2ee7f8a8347b8ee388d6beeef94c837d,33,Tesco Express,"('Grocery Store',)",1329 Dumbarton Rd
2ee7f8a8347b8ee388d6beeef94c837d,69,Granny Gibbs Bar,"('Pub',)",1305 Dumbarton Rd
2ee7f8a8347b8ee388d6beeef94c837d,346,TKB & L D Wright,"('Dentist',)",1459 Dumbarton Rd
2ee7f8a8347b8ee388d6beeef94c837d,656,Scotstoun Stadium,"('Stadium', 'Gym and Studio', 'Rugby Pitch')",72 Danes Dr
2ee7f8a8347b8ee388d6beeef94c837d,492,Scotstoun Medical Practice,"('Dentist', 'Physician', 'Bus Station')",1483-1485 Dumbarton Rd
2ee7f8a8347b8ee388d6beeef94c837d,501,Glasgow Nomads Swim Team,"('Sports and Recreation',)",112 Danes Dr
2ee7f8a8347b8ee388d6beeef94c837d,593,Glencrest,"('Candy Store',)",150 Clydeholm Rd
e7b590304d2ae958110e34961830ce68,120,Bella Vita,"('Pizzeria', 'Italian Restaurant')",597 Mosspark Boulevard
e7b590304d2ae958110e34961830ce68,158,Post Office,"('Post Office',)",1577 Paisley Rd West
e7b590304d2ae958110e34961830ce68,342,Craigton Nursery School,"('Agriculture and Forestry Service', 'Nursery School', 'Public and Social Service')",13 Montrave St
e7b590304d2ae958110e34961830ce68,378,W M Watson Packaging,"('Big Box Store',)","Craigton House, 133 Barfillan Dr"
e7b590304d2ae958110e34961830ce68,390,Peter Bryson Packaging Limited,"('Packaging Supply Store',)","Craigton House, 133 Barfillan Dr"
e7b590304d2ae958110e34961830ce68,565,Morrisons,"('Grocery Store',)",1760 Paisley Rd West
e7b590304d2ae958110e34961830ce68,512,Lourdes R C Primary School,"('Primary and Secondary School',)",150 Berryknowes Rd
e7b590304d2ae958110e34961830ce68,526,Macphee's Sandwich Bar & Deli,"('Deli',)",
e7b590304d2ae958110e34961830ce68,537,Bellahouston Aikido,"('Martial Arts Dojo',)",Bellahouston Dr
d1cfef68e6b380467d3f8927379319b3,100,St. Mungo Museum of Religious Life & Art,"('Museum',)",2 Castle St
d1cfef68e6b380467d3f8927379319b3,263,Little Royal Cafe,"('Café',)",
d1cfef68e6b380467d3f8927379319b3,263,Families For Children Within Martyrs School,(),17 Parson St
12aac9e40a335ee43b231c94972a7a69,307,McQueens Dairies,"('Dairy Store', 'Grocery Store')",1 Keppochhill Pl
12aac9e40a335ee43b231c94972a7a69,552,Soccer Stars Academy,"('Sports Club',)",1 Fountainwell Dr
